ndb_id,description,water (g),energy (kcal),protein (g),total fat (g),ash (g),carbohydrate (g),dietary fiber (g),sugar (g),calcium (mg),iron (mg),magnesium (mg),phosphorus (mg),potassium (mg),sodium (mg),zinc (mg),copper (mg),manganese (mg),selenium (μg),vitamin c (mg),thiamin (mg),riboflavin (mg),niacin (mg),pantothenic acid (mg),vitamin b6 (mg),total folate (μg),folic acid (μg),food folate (μg),dietary folate (μg),choline (mg),vitamin b12 (μg),vitamin a (iu),vitamin a (μg),retinol (μg),alpha-carotene (μg),beta-carotene (μg),beta-cryptoxanthin (μg),lycopene (μg),lutein + zeazanthin (μg),vitamin e (mg),vitamin d (μg),vitamin d (iu),vitamin k (μg),saturated fatty acid (g),monounsaturated fatty acids (g),polyunsaturated fatty acids (g),cholesterol (mg)
15262,"FISH,TILAPIA,CKD,DRY HEAT",71.59,128,26.15,2.65,1.14,0.00,0.0,0.00,14,0.69,34,204,380,56,0.41,0.075,0.037,54.4,0.0,0.093,0.073,4.745,0.664,0.123,6,0,6,6,51.3,1.86,0,0,0,0,0,0,0,0,0.79,3.7,150,0.9,0.940,0.955,0.600,57
15264,"SALMON,SOCKEYE,CND,DRND SOL,WO/ SKN & BONES",67.78,158,26.33,5.87,1.89,0.00,0.0,0.00,37,0.48,24,236,312,386,0.58,0.070,0.011,34.6,0.0,0.033,0.214,7.689,,0.120,4,0,4,4,83.3,5.54,187,56,56,0,0,0,0,0,2.09,21.5,859,0.1,1.211,1.925,1.551,66
15265,"FISH,SALMON,PINK,CND,DRND SOL,WO/ SKN & BONES",70.63,136,24.62,4.21,1.90,0.00,0.0,0.00,60,0.57,24,253,326,378,0.65,0.077,0.011,39.6,0.0,0.027,0.203,7.430,,0.105,4,0,4,4,88.0,4.96,66,20,20,0,0,0,0,0,1.28,14.1,563,0.1,0.749,0.971,1.298,83
16060,"COWPEAS,CATJANG,MATURE SEEDS,RAW",11.05,343,23.85,2.07,3.39,59.64,10.7,,85,9.95,333,438,1375,58,6.11,1.059,1.544,9.1,1.5,0.680,0.170,2.795,1.511,0.361,639,0,639,639,,0.00,33,2,0,,,,,,,0.0,0,,0.542,0.173,0.889,0
16069,"LENTILS,RAW",8.26,352,24.63,1.06,2.71,63.35,10.7,2.03,35,6.51,47,281,677,6,3.27,0.754,1.393,0.1,4.5,0.873,0.211,2.605,2.140,0.540,479,0,479,479,96.4,0.00,39,2,0,0,23,0,0,0,0.49,0.0,0,5.0,0.154,0.193,0.526,0
16070,"LENTILS,MATURE SEEDS,CKD,BLD,WO/SALT",69.64,116,9.02,0.38,0.83,20.13,7.9,1.80,19,3.33,36,180,369,2,1.27,0.251,0.494,2.8,1.5,0.169,0.073,1.060,0.638,0.178,181,0,181,181,32.7,0.00,8,0,0,0,5,0,0,0,0.11,0.0,0,1.7,0.053,0.064,0.175,0
16075,"LIMA BNS,THIN SEEDED (BABY),MATURE SEEDS,CKD,BLD,WO/SALT",67.15,126,8.04,0.38,1.12,23.31,7.7,,29,2.40,53,127,401,3,1.03,0.215,0.585,4.9,0.0,0.161,0.055,0.660,0.472,0.078,150,0,150,150,,0.00,0,0,0,,,,,,,0.0,0,,0.088,0.034,0.169,0
16078,"MOTHBEANS,MATURE SEEDS,RAW",9.68,343,22.94,1.61,4.26,61.52,,,150,10.85,381,489,1191,30,1.92,0.688,1.820,8.2,4.0,0.562,0.091,2.800,1.535,0.366,649,0,649,649,,0.00,32,2,0,,,,,,,0.0,0,,0.364,0.129,0.750,0
16079,"MOTHBEANS,MATURE SEEDS,CKD,BLD,WO/SALT",69.23,117,7.81,0.55,1.45,20.96,,,3,3.14,104,150,304,10,0.59,0.164,0.527,2.8,1.0,0.124,0.023,0.668,0.391,0.093,143,0,143,143,,0.00,10,1,0,,,,,,,0.0,0,,0.124,0.044,0.256,0
16101,"PIGEON PEAS (RED GM),MATURE SEEDS,RAW",10.59,343,21.70,1.49,3.45,62.78,15.0,,130,5.23,183,367,1392,17,2.76,1.057,1.791,8.2,0.0,0.643,0.187,2.965,1.266,0.283,456,0,456,456,,0.00,28,1,0,,,,,,,0.0,0,,0.330,0.012,0.814,0
16102,"PIGEON PEAS (RED GM),MATURE SEEDS,CKD,BLD,WO/SALT",68.55,121,6.76,0.38,1.06,23.25,6.7,,43,1.11,46,119,384,5,0.90,0.269,0.501,2.9,0.0,0.146,0.059,0.781,0.319,0.050,111,0,111,111,,0.00,3,0,0,,,,,,,0.0,0,,0.083,0.003,0.205,0
16106,MEAT EXTENDER,7.48,311,41.71,2.97,13.13,34.71,17.5,,204,11.99,216,639,1902,10,2.21,0.304,0.271,7.4,0.0,0.702,0.891,22.021,1.492,1.336,198,0,198,198,,6.00,32,2,0,,,,,,,0.0,0,,0.424,0.648,1.657,0
16113,NATTO,55.02,211,19.40,11.00,1.90,12.68,5.4,4.89,217,8.60,115,174,729,7,3.03,0.667,1.528,8.8,13.0,0.160,0.190,0.000,0.215,0.130,8,0,8,8,57.0,0.00,0,0,0,0,0,0,0,0,0.01,0.0,0,23.1,1.591,2.430,6.210,0
16133,"YARDLONG BNS,MATURE SEEDS,RAW",8.43,347,24.33,1.31,4.03,61.91,11.0,,138,8.61,338,559,1157,17,3.50,0.879,1.590,8.2,1.6,0.887,0.235,2.158,1.556,0.371,658,0,658,658,,0.00,52,3,0,,,,,,,0.0,0,,0.339,0.114,0.565,0
16134,"YARDLONG BNS,MATURE SEEDS,CKD,BLD,WO/SALT",68.80,118,8.29,0.45,1.37,21.09,3.8,,42,2.64,98,181,315,5,1.08,0.225,0.487,2.8,0.4,0.212,0.064,0.551,0.398,0.095,146,0,146,146,,0.00,0,0,0,,,,,,,0.0,0,,0.116,0.039,0.193,0
16144,"LENTILS,PINK OR RED,RAW",7.82,358,23.91,2.17,3.00,63.10,10.8,,48,7.39,59,294,668,7,3.60,1.303,1.716,0.0,1.7,0.510,0.106,1.495,0.348,0.403,204,0,204,204,,0.00,58,3,0,0,35,0,,,,0.0,0,,0.379,0.500,1.137,0
16244,"SILK UNSWTND,SOYMILK",93.18,33,2.88,1.65,0.64,1.65,0.4,0.41,123,0.44,16,,123,35,0.25,,,2.3,0.0,,0.210,,,,10,,10,,,1.23,206,,,,,,,,,0.0,0,,0.206,,,0
16272,"VITASOY USA NASOYA,LITE SILKEN TOFU",89.80,43,8.21,1.10,1.30,0.00,,,394,0.87,,203,,79,,,,,,,,,,,,,,,,2.42,1913,96,,,,,,,5.26,3.8,153,,0.200,0.100,0.700,0
16422,"SOY PROT ISOLATE,K TYPE",4.98,321,88.32,0.53,3.58,2.59,0.0,0.00,178,14.50,39,776,1590,50,4.03,1.599,1.493,0.8,0.0,0.176,0.100,1.438,0.060,0.100,176,0,176,176,190.9,0.00,0,0,0,0,0,0,0,0,0.00,0.0,0,0.0,0.077,0.117,0.299,0
16506,"LOMA LINDA VEGE-BURGER,CND,UNPREP",72.00,114,22.20,1.20,0.90,3.70,2.6,0.80,16,1.70,,80,74,222,1.30,,,,0.0,0.200,0.500,9.900,1.800,0.600,,,,,,6.60,0,0,,,,,,,,,,,0.200,0.200,0.800,0
17148,"BISON,GROUND,GRASS-FED,CKD",65.09,179,25.45,8.62,1.02,0.00,0.0,0.00,14,3.19,23,213,353,76,5.34,0.151,,31.1,0.0,0.139,0.264,5.966,,0.401,16,0,16,16,97.2,2.44,0,0,0,0,0,0,0,0,0.20,0.0,0,1.3,3.489,3.293,0.402,71
17149,"BISON,GROUND,GRASS-FED,RAW",71.59,146,20.23,7.21,0.91,0.05,0.0,0.00,11,2.78,21,194,328,70,4.59,0.140,,20.0,0.0,0.141,0.246,5.322,,0.383,12,0,12,12,85.8,1.94,0,0,0,0,0,0,0,0,0.19,0.0,0,1.2,2.917,2.753,0.336,55
17157,"GAME MEAT,BISON,LN,CKD,RSTD",66.54,143,28.44,2.42,1.58,0.00,0.0,0.00,8,3.42,26,209,361,57,3.68,0.107,0.008,35.5,0.0,0.100,0.270,3.710,,0.400,8,0,8,8,114.8,2.86,0,0,0,0,0,0,0,0,0.36,0.0,0,1.3,0.910,0.950,0.240,82
17162,"GAME MEAT,CARIBOU,RAW",71.45,127,22.63,3.36,1.14,0.00,0.0,,17,4.69,26,208,295,57,4.00,0.222,0.078,10.2,0.0,0.320,0.720,5.500,2.550,0.370,4,0,4,4,,6.31,0,0,0,,,,,,,,,,1.290,1.010,0.470,83
17163,"GAME MEAT,CARIBOU,CKD,RSTD",62.43,167,29.77,4.42,1.50,0.00,0.0,0.00,22,6.17,27,233,310,60,5.26,0.263,0.087,13.6,3.0,0.250,0.900,5.790,2.680,0.320,5,0,5,5,122.6,6.64,0,0,0,0,0,0,0,0,0.40,0.0,0,1.4,1.700,1.330,0.620,109
17168,"GOAT,RAW",75.84,109,20.60,2.31,1.11,0.00,0.0,,13,2.83,,180,385,82,4.00,0.256,0.038,8.8,0.0,0.110,0.490,3.750,,,5,0,5,5,,1.13,0,0,0,,,,,,,,,,0.710,1.030,0.170,57
17173,"GAME MEAT,MOOSE,CKD,RSTD",67.83,134,29.27,0.97,1.49,0.00,0.0,0.00,6,4.22,24,176,334,69,3.68,0.079,0.009,12.8,5.0,0.050,0.340,5.260,,0.370,4,0,4,4,115.4,6.31,0,0,0,0,0,0,0,0,0.20,0.0,0,1.2,0.290,0.200,0.310,78
17181,"GAME MEAT,RABBIT,WILD,CKD,STWD",61.37,173,33.02,3.51,1.70,0.00,0.0,0.00,18,4.85,31,240,343,45,2.38,0.176,,15.2,0.0,0.020,0.070,6.400,,0.340,8,0,8,8,129.9,6.51,0,0,0,0,0,0,0,0,0.41,0.0,0,1.5,1.050,0.950,0.680,123
17191,"LAMB,VAR MEATS&BY-PRODUCTS,HEART,RAW",76.71,122,16.47,5.68,0.93,0.21,0.0,,6,4.60,17,175,316,89,1.87,0.397,0.046,32.0,5.0,0.370,0.990,6.140,2.630,0.390,2,0,2,2,,10.25,0,0,0,,,,,,,,,,2.250,1.600,0.550,135
17192,"LAMB,VAR MEATS&BY-PRODUCTS,HEART,CKD,BRSD",64.20,185,24.97,7.91,0.99,1.93,0.0,,14,5.52,24,254,188,63,3.68,0.610,0.055,47.0,7.0,0.170,1.190,4.360,1.370,0.300,2,0,2,2,,11.20,0,0,0,,,,,,,,,,3.140,2.220,0.770,249
17193,"VEAL,VAR MEATS&BY-PRODUCTS,HEART,RAW",77.69,110,17.18,3.98,1.07,0.08,0.0,,5,4.24,18,211,261,77,1.47,0.340,0.036,33.3,8.0,0.520,1.000,6.400,2.780,0.430,2,0,2,2,,13.76,0,0,0,,,,,,,,,,1.070,0.840,1.050,104
17195,"LAMB,VAR MEATS&BY-PRODUCTS,KIDNEYS,RAW",79.23,97,15.74,2.95,1.26,0.82,0.0,,13,6.38,17,246,277,156,2.24,0.446,0.118,126.9,11.0,0.620,2.240,7.510,4.220,0.220,28,0,28,28,,52.41,316,95,95,,,,,,,,,,1.000,0.630,0.550,337
17196,"LAMB,VAR MEATS&BY-PRODUCTS,KIDNEYS,CKD,BRSD",70.45,137,23.65,3.62,1.29,0.99,0.0,,18,12.40,20,290,178,151,3.80,0.370,0.144,218.8,12.0,0.350,2.070,5.990,2.040,0.120,81,0,81,81,,78.90,455,137,137,,,,,,,,,,1.230,0.770,0.670,565
17197,"VEAL,VAR MEATS&BY-PRODUCTS,KIDNEYS,RAW",79.07,99,15.76,3.12,1.20,0.85,0.0,,11,3.36,16,241,272,178,1.97,0.494,0.080,80.0,5.0,0.320,1.900,6.990,3.300,0.370,21,0,21,21,,28.20,308,92,92,,,,,,,,,,0.960,0.680,0.620,364
17198,"VEAL,VAR MEATS&BY-PRODUCTS,KIDNEYS,CKD,BRSD",67.67,163,26.32,5.66,1.45,0.00,0.0,,29,3.04,24,372,159,110,4.25,0.360,0.127,100.0,8.0,0.190,1.990,4.630,0.860,0.180,21,0,21,21,,36.90,669,201,201,,,,,,,,,,1.740,1.240,1.130,791
17199,"LAMB,VAR MEATS&BY-PRODUCTS,LIVER,RAW",71.37,139,20.38,5.02,1.44,1.78,0.0,,7,7.37,19,364,313,70,4.66,6.979,0.184,82.4,4.0,0.340,3.630,16.110,6.130,0.900,230,0,230,230,,90.05,24612,7391,7391,,,,,,,,,,1.940,1.050,0.750,371
17200,"LAMB,VAR MEATS&BY-PRODUCTS,LIVER,CKD,BRSD",56.67,220,30.57,8.81,1.42,2.53,0.0,,8,8.28,22,420,221,56,7.89,7.074,0.520,111.4,4.0,0.230,4.030,12.150,3.960,0.490,73,0,73,73,,76.50,24945,7491,7491,,,,,,,,,,3.410,1.840,1.310,501
17201,"LAMB,VAR MEATS&BY-PRODUCTS,LIVER,CKD,PAN-FRIED",56.20,238,25.53,12.65,1.83,3.78,0.0,,9,10.20,23,427,352,124,5.63,9.830,0.594,116.1,13.0,0.350,4.590,16.680,6.330,0.950,400,0,400,400,,85.70,25998,7782,7777,,,,,,,,,,4.900,2.640,1.890,493
17202,"VEAL,VAR MEATS&BY-PRODUCTS,LIVER,RAW",70.89,140,19.93,4.85,1.42,2.91,0.0,0.00,5,6.40,20,379,308,77,12.02,11.865,0.255,22.7,0.7,0.173,2.440,10.550,6.065,0.957,125,0,125,125,310.0,59.85,39056,11707,11705,13,11,11,0,0,0.37,,,0.9,1.560,0.968,0.829,334
17203,"VEAL,VAR MEATS&BY-PRODUCTS,LIVER,CKD,BRSD",59.86,192,28.42,6.26,1.70,3.77,0.0,0.00,6,5.11,20,460,329,78,11.23,14.940,0.270,19.3,1.1,0.182,2.860,13.150,6.555,0.918,331,0,331,331,398.9,84.60,70564,21145,21140,11,47,11,0,0,0.68,,,1.4,1.986,1.146,1.069,511
17204,"VEAL,VAR MEATS&BY-PRODUCTS,LIVER,CKD,PAN-FRIED",59.87,193,27.37,6.51,1.79,4.47,0.0,0.00,7,5.98,23,483,353,85,11.90,15.050,0.302,24.9,0.7,0.178,3.060,14.350,7.075,0.891,350,0,350,350,411.0,72.50,66989,20074,20070,11,40,16,0,0,0.60,,,1.6,2.109,1.194,1.159,485
17214,"LAMB,VAR MEATS&BY-PRODUCTS,SPLEEN,RAW",78.15,101,17.20,3.10,1.30,0.00,0.0,,9,41.89,21,280,358,84,2.84,0.121,0.051,32.4,23.0,0.047,0.348,7.895,,0.110,4,0,4,4,,5.34,0,0,0,,,,,,,,,,1.030,0.810,0.230,250
17215,"LAMB,VAR MEATS&BY-PRODUCTS,SPLEEN,CKD,BRSD",66.38,156,26.46,4.77,2.00,0.00,0.0,,13,38.67,21,341,248,58,3.94,0.139,0.062,49.8,26.0,0.051,0.316,5.868,,0.080,4,0,4,4,,5.29,0,0,0,,,,,,,,,,1.580,1.270,0.350,385
17216,"VEAL,VAR MEATS&BY-PRODUCTS,SPLEEN,RAW",78.15,98,18.30,2.20,1.30,0.00,0.0,,6,9.32,17,339,362,97,1.61,0.167,0.072,61.7,41.0,0.047,0.348,7.895,,0.110,4,0,4,4,,5.34,0,0,0,,,,,,,,,,0.730,0.590,0.160,340
17217,"VEAL,VAR MEATS&BY-PRODUCTS,SPLEEN,CKD,BRSD",71.25,129,24.08,2.89,1.71,0.00,0.0,,7,7.36,14,312,215,58,1.91,0.925,0.075,81.2,40.0,0.046,0.288,5.341,,0.070,4,0,4,4,,4.82,0,0,0,,,,,,,,,,0.960,0.780,0.210,447
17218,"VEAL,VAR MEATS&BY-PRODUCTS,THYMUS,RAW",79.16,101,17.21,3.07,2.16,0.00,0.0,0.00,3,1.05,23,533,488,67,1.55,0.079,0.018,16.1,49.2,0.069,0.188,4.770,1.230,0.035,22,0,22,22,,3.33,0,0,0,0,0,0,0,0,0.09,,,0.0,0.806,0.775,0.229,250
17332,"GAME MEAT BISON,TOP SIRLOIN,LN,1"" STEAK,CKD,BRLD",65.10,171,28.05,5.65,1.17,0.00,0.0,0.00,5,3.47,27,253,387,53,5.11,0.211,0.013,41.2,0.0,0.227,0.447,5.570,1.345,0.557,18,0,18,18,,2.83,0,0,0,0,0,0,0,0,0.20,,,,2.412,2.206,0.266,86
17334,"GAME MEAT,BISON,CHUCK,SHLDR CLOD,LN,RAW",75.50,119,21.12,3.15,0.98,0.00,0.0,0.00,5,2.88,24,213,353,62,5.27,0.202,0.013,28.7,0.0,0.227,0.347,4.443,0.724,0.472,13,0,13,13,,2.46,0,0,0,0,0,0,0,0,0.16,,,,1.345,1.230,0.148,64
17337,"GAME MEAT,BISON,TOP RND,LN,1"" STEAK,RAW",73.95,122,23.32,2.43,1.18,0.00,0.0,0.00,5,2.66,27,237,390,47,2.92,0.131,0.047,35.3,0.0,0.217,0.337,6.183,0.799,0.562,14,0,14,14,,1.55,0,0,0,0,0,0,0,0,0.17,,,,1.039,0.950,0.114,65
17342,"GAME MEAT,ELK,TENDERLOIN,LN,CKD,BRLD",64.93,162,30.76,3.41,1.34,0.00,0.0,0.00,5,4.07,29,285,392,50,4.12,0.349,0.019,10.5,0.0,0.144,0.370,6.143,1.212,0.485,9,0,9,9,,2.96,0,0,0,0,0,0,0,0,0.55,,,,1.342,0.970,0.161,72
17347,"GAME MEAT,DEER,TENDERLOIN,LN,CKD,BRLD",67.20,149,29.90,2.35,1.27,0.00,0.0,0.00,5,4.25,33,299,434,57,3.99,0.254,0.022,11.0,0.0,0.260,0.563,8.780,0.856,0.614,9,0,9,9,,3.62,0,0,0,0,0,0,0,0,0.62,,,,1.142,0.554,0.127,88
17364,"LAMB,NZ,IMP,KIDNEY,CKD,SOAKED & FRIED",75.07,112,19.78,3.56,1.41,0.18,0.0,0.00,9,14.70,19,312,271,199,2.36,0.415,0.105,105.0,0.0,0.462,1.529,9.064,4.558,0.230,,,,,,55.56,284,85,85,0,0,0,0,0,0.57,0.2,8,,0.920,0.453,0.826,508
17367,"LAMB,NZ,IMP,KIDNEY,RAW",81.02,84,15.21,2.54,1.19,0.03,0.0,0.00,8,6.60,16,245,231,168,1.81,0.361,0.084,93.6,0.0,0.413,1.279,8.426,3.207,0.173,,,,,,50.37,204,61,61,0,0,0,0,0,0.42,0.1,5,,0.768,0.391,0.540,369
17368,"LAMB,NZ,IMP,LIVER,CKD,SOAKED & FRIED",64.60,168,25.80,6.56,1.56,1.48,0.0,0.00,5,5.40,21,459,287,59,5.10,13.400,0.370,19.0,0.0,1.570,5.270,12.800,5.220,0.187,,,,,,57.50,66240,19872,19872,0,0,0,0,0,1.12,0.0,0,,1.959,1.014,1.148,566
17369,"LAMB,NZ,IMP,LIVER,RAW",70.80,136,20.70,4.92,1.36,2.22,0.0,0.00,4,4.60,18,381,285,59,3.40,11.400,0.330,11.1,0.0,1.210,4.210,13.700,5.570,0.218,,,,,,59.00,51447,15434,15434,0,0,0,0,0,0.86,0.0,0,,1.514,0.817,0.920,386
17373,"LAMB,NZ,IMP,HEART,RAW",77.84,105,18.09,3.68,1.13,0.00,0.0,0.00,5,3.29,20,204,277,94,1.65,0.412,0.022,10.9,0.0,0.520,0.537,5.757,2.244,0.144,,,,,,8.40,18,5,5,0,0,0,0,0,0.65,0.0,1,,0.995,0.517,0.646,119
18219,"CRACKERS,MATZO,WHOLE-WHEAT",4.80,351,13.10,1.50,1.60,78.90,11.8,,23,4.65,134,305,316,2,2.61,0.350,3.500,75.1,0.0,0.365,0.271,5.410,1.235,0.159,35,0,35,35,,0.00,0,0,0,,,,,,,,,,0.243,0.194,0.653,0
18374,"LEAVENING AGENTS,YEAST,BAKER'S,COMPRESSED",69.00,105,8.40,1.90,1.80,18.10,8.1,0.00,19,3.25,40,336,601,30,9.97,0.148,0.200,8.1,0.1,1.880,1.130,12.300,4.900,0.430,785,0,785,785,32.0,0.01,0,0,0,0,0,0,0,0,0.00,0.0,0,0.0,0.243,1.047,0.004,0
18375,"LEAVENING AGENTS,YEAST,BAKER'S,ACTIVE DRY",5.08,325,40.44,7.61,5.65,41.22,26.9,0.00,30,2.17,54,637,955,51,7.94,0.436,0.312,7.9,0.3,10.990,4.000,40.200,13.500,1.500,2340,0,2340,2340,32.0,0.07,0,0,0,0,0,0,0,0,0.00,0.0,0,0.4,1.001,4.309,0.017,0
19078,"Baking chocolate, unsweetened, squares",1.34,642,14.32,52.31,3.60,28.42,16.6,0.91,101,17.40,327,400,830,24,9.63,3.233,4.167,8.1,0.0,0.147,0.100,1.355,0.168,0.027,28,0,28,28,45.7,0.00,0,0,0,0,0,0,0,38,0.40,0.0,0,9.7,32.277,16.068,1.551,2
19165,"COCOA,DRY PDR,UNSWTND",3.00,228,19.60,13.70,5.80,57.90,37.0,1.75,128,13.86,499,734,1524,21,6.81,3.788,3.837,14.3,0.0,0.078,0.241,2.185,0.254,0.118,32,0,32,32,12.0,0.00,0,0,0,0,0,0,0,38,0.10,0.0,0,2.5,8.070,4.570,0.440,0
19166,"COCOA,DRY PDR,UNSWTND,PROC W/ALKALI",2.70,220,18.10,13.10,7.80,58.30,29.8,1.76,111,15.52,476,728,2509,19,6.37,3.607,3.737,13.2,0.0,0.110,0.460,2.400,0.254,0.118,32,0,32,32,11.4,0.00,0,0,0,0,0,0,0,38,0.10,0.0,0,2.4,7.760,4.390,0.420,0
19859,"COCOA,DRY PDR,HI-FAT OR BRKFST,PLN",3.00,486,16.80,23.71,5.10,51.39,29.8,1.55,122,14.50,519,758,1574,20,6.70,3.610,,12.3,0.0,0.080,0.370,1.800,,0.190,38,0,38,38,11.9,0.00,0,0,0,0,0,0,0,34,0.09,0.0,0,2.3,12.640,7.380,0.769,0
19860,"COCOA,DRY PDR,HI-FAT OR BRKFST,PROC W/ALKALI",3.00,479,16.80,23.71,6.79,49.71,33.9,1.53,122,14.50,476,758,2509,20,6.70,3.610,,12.3,0.0,0.080,0.370,1.800,,0.190,38,0,38,38,11.4,0.00,0,0,0,0,0,0,0,33,0.18,0.0,0,4.4,12.640,7.380,0.769,0
19904,"CHOCOLATE,DK,70-85% CACAO SOL",1.37,598,7.79,42.63,2.32,45.90,10.9,23.99,73,11.90,228,308,715,20,3.31,1.766,1.948,6.8,,0.034,0.078,1.054,0.418,0.038,,,,,,0.28,39,2,,7,19,1,0,27,0.59,,,7.3,24.489,12.781,1.257,3
20001,"AMARANTH GRAIN,UNCKD",11.29,371,13.56,7.02,2.88,65.25,6.7,1.69,159,7.61,248,557,508,4,2.87,0.525,3.333,18.7,4.2,0.116,0.200,0.923,1.457,0.591,82,0,82,82,69.8,0.00,2,0,0,0,1,0,0,28,1.19,0.0,0,0.0,1.459,1.685,2.778,0
20002,"AMARANTH GRAIN,CKD",75.16,102,3.80,1.58,0.77,18.69,2.1,,47,2.10,65,148,135,6,0.86,0.149,0.854,5.5,,0.015,0.022,0.235,,0.113,22,,22,,,,,,,,,,,,0.19,,,,,,,
20033,"OAT BRAN,RAW",6.55,246,17.30,7.03,2.89,66.22,15.4,1.45,58,5.41,235,734,566,4,3.11,0.403,5.630,45.2,0.0,1.170,0.220,0.934,1.494,0.165,52,0,52,52,32.2,0.00,0,0,0,0,0,0,0,180,1.01,0.0,0,3.2,1.328,2.376,2.766,0
20034,"OAT BRAN,COOKED",84.00,40,3.21,0.86,0.49,11.44,2.6,,10,0.88,40,119,92,1,0.53,0.066,0.964,7.7,0.0,0.160,0.034,0.144,0.217,0.025,6,0,6,6,,0.00,0,0,0,,,,,,,0.0,0,,0.163,0.291,0.339,0
20037,"RICE,BROWN,LONG-GRAIN,CKD",70.27,123,2.74,0.97,0.44,25.58,1.6,0.24,3,0.56,39,103,86,4,0.71,0.106,0.974,5.8,0.0,0.178,0.069,2.561,0.380,0.123,9,0,9,9,9.2,0.00,0,0,0,0,0,0,0,0,0.17,0.0,0,0.2,0.260,0.369,0.366,0
20047,"RICE,WHITE,LONG-GRAIN,PARBLD,ENR,CKD",70.36,123,2.91,0.37,0.30,26.05,0.9,0.11,19,1.81,9,55,56,2,0.37,0.070,0.354,9.3,0.0,0.212,0.019,2.309,0.323,0.156,81,79,3,136,2.1,0.00,0,0,0,0,0,0,0,0,0.01,0.0,0,0.0,0.074,0.074,0.091,0
20060,"RICE BRAN,CRUDE",6.13,316,13.35,20.85,9.98,49.69,21.0,0.90,57,18.54,781,1677,1485,5,6.04,0.728,14.210,15.6,0.0,2.753,0.284,33.995,7.390,4.070,63,0,63,63,32.2,0.00,0,0,0,0,0,0,0,220,4.92,0.0,0,1.9,4.171,7.549,7.459,0
20077,"WHEAT BRAN,CRUDE",9.89,216,15.55,4.25,5.79,64.51,42.8,0.41,73,10.57,611,1013,1182,2,7.27,0.998,11.500,77.6,0.0,0.523,0.577,13.578,2.181,1.303,79,0,79,79,74.4,0.00,9,0,0,0,6,0,0,240,1.49,0.0,0,1.9,0.630,0.637,2.212,0
20078,"WHEAT GERM,CRUDE",11.12,360,23.15,9.72,4.21,51.80,13.2,,39,6.26,239,842,892,12,12.29,0.796,13.301,79.2,0.0,1.882,0.499,6.813,2.257,1.300,281,0,281,281,,0.00,0,0,0,,,,,,,0.0,0,,1.665,1.365,6.010,0
20087,"WHEAT,SPROUTED",47.75,198,7.49,1.27,0.96,42.53,1.1,,28,2.14,82,200,169,16,1.65,0.261,1.858,42.5,2.6,0.225,0.155,3.087,0.947,0.265,38,0,38,38,,0.00,0,0,0,,,,,,,0.0,0,,0.206,0.151,0.557,0
20124,"PASTA,WHOLE-WHEAT,DRY",8.21,352,13.87,2.93,1.62,73.37,9.2,2.74,29,3.62,128,343,434,6,2.97,0.497,2.983,77.6,,0.407,0.218,8.691,0.870,0.283,69,0,69,69,,0.00,,,0,,,,,,0.46,0.0,0,1.4,0.428,0.361,1.136,0
20125,"PASTA,WHOLE-WHEAT,CKD",61.80,149,5.99,1.71,0.44,30.07,3.9,0.75,13,1.72,54,127,96,4,1.34,0.225,1.321,36.3,0.0,0.156,0.099,3.126,0.268,0.093,21,0,21,21,6.5,0.00,4,0,0,0,2,0,0,94,0.23,0.0,0,0.6,0.243,0.176,0.574,0
20126,"SPAGHETTI,SPINACH,DRY",8.34,372,13.35,1.57,1.93,74.81,10.6,2.72,58,2.13,174,332,376,36,2.76,0.499,2.645,63.5,0.0,0.373,0.196,4.550,1.214,0.323,48,0,48,48,17.1,0.00,461,23,0,0,277,0,0,3487,0.74,0.0,0,151.5,0.226,0.181,0.641,0
20127,"SPAGHETTI,SPINACH,COOKED",68.14,130,4.58,0.63,0.50,26.15,,,30,1.04,62,108,58,14,1.08,0.205,1.504,22.1,0.0,0.097,0.103,1.530,0.183,0.096,12,0,12,12,,0.00,152,8,0,,,,,,,0.0,0,,0.091,0.072,0.257,0
20142,"TEFF,UNCKD",8.82,367,13.30,2.38,2.37,73.13,8.0,1.84,180,7.63,184,429,427,12,3.63,0.810,9.240,4.4,,0.390,0.270,3.363,0.942,0.482,,,,,13.1,,9,0,,0,5,0,0,66,0.08,,,1.9,0.449,0.589,1.071,
20143,"TEFF,CKD",74.93,101,3.87,0.65,0.69,19.86,2.8,,49,2.05,50,120,107,8,1.11,0.226,2.860,,,0.183,0.033,0.909,,0.097,18,0,18,18,,0.00,2,0,0,,,,,,,,,,,,,0
21018,"FAST FOODS,EGG,SCRAMBLED",66.70,212,13.84,16.18,1.20,2.08,0.0,1.64,57,2.59,14,242,147,187,1.66,0.067,0.043,22.5,3.3,0.080,0.520,0.210,0.940,0.190,29,0,29,29,180.6,1.01,679,176,171,0,62,6,0,233,0.96,1.1,46,9.0,6.153,5.889,1.969,426
23032,"BEEF,RND,KNUCKLE,TIP SIDE,STEAK,LN & FAT 0"" FAT,SEL,RAW",73.52,124,21.96,3.24,1.12,0.00,0.0,0.00,5,2.38,25,219,386,57,5.74,0.098,0.011,31.3,0.0,0.080,0.204,5.760,0.820,0.622,7,0,7,7,91.1,2.87,0,0,0,0,0,0,0,0,0.17,,,0.2,1.225,1.338,0.269,61
